,iv,treated,group_id_overall,outcome
2064,1,1,87,0.444279
2065,1,0,87,0.319672
2066,0,0,88,0.308527
2067,1,1,88,0.388631
2068,1,1,88,0.359019
2069,0,0,89,0.149013
2070,1,0,89,0.128171
2071,1,0,89,0.148825
2072,1,1,89,0.159091
2073,1,1,90,0.428947
2074,0,0,90,0.522727
2075,1,1,91,0.287701
2076,1,1,91,0.282678
2077,1,1,91,0.333713
2078,0,0,91,0.303406
2079,1,0,92,0.29441
2080,1,0,92,0.266208
2081,1,0,92,0.281508
2082,1,1,92,0.299745
2083,0,0,92,0.259343
2084,1,0,93,0.362784
2085,0,0,93,0.368664
2086,1,0,94,0.334262
2087,0,0,94,0.404822
2088,0,0,95,0.290722
2089,1,0,95,0.361001
2090,1,0,96,0.379965
2091,1,1,96,0.317965
2092,0,0,96,0.302817
2093,1,1,96,0.30131
2094,1,1,97,0.35786
2095,0,0,97,0.364771
2096,0,0,98,0.331915
2097,1,0,98,0.351185
2098,0,0,99,0.335006
2099,1,1,99,0.290179
2100,1,1,99,0.285896
2101,1,1,100,0.39255
2102,1,0,100,0.383188
2103,1,1,100,0.428571
2104,1,1,100,0.416779
2105,1,1,100,0.403965
2106,1,1,100,0.406577
2107,0,0,100,0.411828
2108,1,0,100,0.446834
2109,1,1,101,0.346154
2110,0,0,101,0.32859
2111,1,0,101,0.38825
2112,1,1,101,0.361526
2113,1,0,102,0.328244
2114,1,0,102,0.29733
2115,1,0,102,0.365132
2116,0,0,102,0.299595
2117,1,0,103,0.302885
2118,1,0,103,0.342623
2119,0,0,103,0.310236
2120,1,1,103,0.293924
2121,1,1,103,0.365926
2122,0,0,104,0.332787
2123,1,0,104,0.252542
2124,0,0,105,0.281205
2125,1,0,105,0.268433
2126,0,0,106,0.313278
2127,1,0,106,0.262231
2128,1,1,106,0.359184
2129,1,0,107,0.173572
2130,1,1,107,0.314083
2131,0,0,107,0.240717
2132,1,0,108,0.346798
2133,0,0,108,0.275618
2134,1,0,108,0.371429
2135,1,1,109,0.371613
2136,0,0,109,0.329593
2137,1,1,109,0.229299
2138,1,1,110,0.310198
2139,1,0,110,0.313869
2140,1,1,111,0.403846
2141,1,0,111,0.39539
2142,1,1,111,0.417678
2143,0,0,111,0.410931
2144,1,1,112,0.371693
2145,0,0,112,0.421474
2146,0,0,113,0.346801
2147,1,0,113,0.273361
2148,1,0,114,0.375415
2149,0,0,114,0.302483
2150,1,1,114,0.318408
2151,1,0,114,0.305085
2152,1,1,115,0.308748
2153,1,1,115,0.265096
2154,0,0,115,0.275748
2155,0,0,116,0.32397
2156,1,1,116,0.302372
2157,1,1,116,0.238908
2158,1,1,116,0.319444
2159,1,1,117,0.436681
2160,0,0,117,0.360955
2161,1,1,117,0.304124
2162,1,1,118,0.395238
2163,1,1,118,0.368321
2164,1,1,118,0.336449
2165,0,0,118,0.284112
2166,1,1,119,0.462963
2167,0,0,119,0.466055
2168,1,1,120,0.443975
2169,0,0,120,0.413793
2170,1,1,121,0.529179
2171,0,0,121,0.347985
2172,1,1,122,0.457413
2173,0,0,122,0.381898
2174,0,0,123,0.3454
2175,1,1,123,0.361851
2176,1,0,123,0.344891
2177,0,0,124,0.288889
2178,1,1,124,0.415254
2179,0,0,125,0.290191
2180,1,0,125,0.471449
2181,1,0,125,0.378003
2182,0,0,126,0.162011
2183,1,0,126,0.178295
2184,1,1,126,0.213826
2185,1,0,126,0.151316
